title,reporting_organisation,iati_identifier,sector_code,sector_name,start_actual,end_actual,recipient_country,recipient_country_code,position,budget_date,budget_amount
JLOS SWAp Uganda 2009-2013,Sweden,SE-0-SE-6-3300007801-UGA-15130,15130,Legal and judicial development,10/1/2009,12/28/2014,UGANDA,UG,,1/1/2010,2776929.272
JLOS SWAp Uganda 2009-2013,Sweden,SE-0-SE-6-3300007801-UGA-15130,15130,Legal and judicial development,10/1/2009,12/28/2014,UGANDA,UG,,1/1/2011,4623066.017
JLOS SWAp Uganda 2009-2013,Sweden,SE-0-SE-6-3300007801-UGA-15130,15130,Legal and judicial development,10/1/2009,12/28/2014,UGANDA,UG,,1/1/2012,4432034.747
Ebola response UNICEF,Sweden,SE-0-SE-6-3300008001-UGA-12250,12250,Infectious disease control,12/1/2007,9/28/2012,UGANDA,UG,,1/1/2008,486548.7971
MDTF (UgDRP) - Världsbanken,Sweden,SE-0-SE-6-3300008101-UGA-15261,15261,Child soldiers (Prevention and demobilisation),7/1/2008,6/28/2012,UGANDA,UG,,1/1/2008,898243.9331
HHR officer MoH WHO,Sweden,SE-0-SE-6-3300008201-UGA-12110,12110,Health policy and administrative management,7/1/2008,6/28/2011,UGANDA,UG,,1/1/2008,57044.47805
HHR officer MoH WHO,Sweden,SE-0-SE-6-3300008201-UGA-12110,12110,Health policy and administrative management,7/1/2008,6/28/2011,UGANDA,UG,,1/1/2010,37344.14484
Child rights Karamja ABEK,Sweden,SE-0-SE-6-3300008301-UGA-15160,15160,Human rights,10/1/2009,4/28/2013,UGANDA,UG,,1/1/2009,262047.6403
Child rights Karamja ABEK,Sweden,SE-0-SE-6-3300008301-UGA-15160,15160,Human rights,10/1/2009,4/28/2013,UGANDA,UG,,1/1/2010,277692.9272
Child rights Karamja ABEK,Sweden,SE-0-SE-6-3300008301-UGA-15160,15160,Human rights,10/1/2009,4/28/2013,UGANDA,UG,,1/1/2011,308204.4012
Women Rights& Empowerment,Sweden,SE-0-SE-6-3300008401-UGA-15170,15170,Women’s equality organisations and institutions,7/1/2009,7/28/2014,UGANDA,UG,,1/1/2009,262047.6403
Women Rights& Empowerment,Sweden,SE-0-SE-6-3300008401-UGA-15170,15170,Women’s equality organisations and institutions,7/1/2009,7/28/2014,UGANDA,UG,,1/1/2010,277692.9272
Women Rights& Empowerment,Sweden,SE-0-SE-6-3300008401-UGA-15170,15170,Women’s equality organisations and institutions,7/1/2009,7/28/2014,UGANDA,UG,,1/1/2011,539357.702
Women Rights& Empowerment,Sweden,SE-0-SE-6-3300008401-UGA-15170,15170,Women’s equality organisations and institutions,7/1/2009,7/28/2014,UGANDA,UG,,1/1/2012,590937.9663
FHRI human rights 2009-11,Sweden,SE-0-SE-6-3300008601-UGA-15160,15160,Human rights,1/1/2009,6/28/2014,UGANDA,UG,,1/1/2009,261423.9669
FHRI human rights 2009-11,Sweden,SE-0-SE-6-3300008601-UGA-15160,15160,Human rights,1/1/2009,6/28/2014,UGANDA,UG,,1/1/2010,277692.9272
FHRI human rights 2009-11,Sweden,SE-0-SE-6-3300008601-UGA-15160,15160,Human rights,1/1/2009,6/28/2014,UGANDA,UG,,1/1/2011,385989.0279
FHRI human rights 2009-11,Sweden,SE-0-SE-6-3300008601-UGA-15160,15160,Human rights,1/1/2009,6/28/2014,UGANDA,UG,,1/1/2012,295468.9831
FHRI human rights 2009-11,Sweden,SE-0-SE-6-3300008601-UGA-15160,15160,Human rights,1/1/2009,6/28/2014,UGANDA,UG,,1/1/2014,76767.18049
Civila samhället IDF II,Sweden,SE-0-SE-6-3300008801-UGA-15160,15160,Human rights,11/1/2010,12/28/2013,UGANDA,UG,,1/1/2010,763655.5497
Civila samhället IDF II,Sweden,SE-0-SE-6-3300008801-UGA-15160,15160,Human rights,11/1/2010,12/28/2013,UGANDA,UG,,1/1/2011,385255.5014
Civila samhället IDF II,Sweden,SE-0-SE-6-3300008801-UGA-15160,15160,Human rights,11/1/2010,12/28/2013,UGANDA,UG,,1/1/2012,369336.2289
Maternal health,Sweden,SE-0-SE-6-3300009001-UGA-13020,13020,Reproductive health care,10/1/2008,12/28/2011,UGANDA,UG,,1/1/2009,19653.57302
NPO UGA Priv sekt utv,Sweden,SE-0-SE-6-3300009401-UGA-25010,25010,Business support services and institutions,4/1/2007,6/28/2008,UGANDA,UG,,1/1/2007,22197.55827
Refugge Law Project/Beyond Juba Project,Sweden,SE-0-SE-6-3300009501-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",6/1/2007,9/28/2012,UGANDA,UG,,1/1/2007,296833.8883
Refugge Law Project/Beyond Juba Project,Sweden,SE-0-SE-6-3300009501-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",6/1/2007,9/28/2012,UGANDA,UG,,1/1/2010,555385.8543
NPO UGA Ekonom,Sweden,SE-0-SE-6-3300009601-UGA-15120,15120,Public sector financial management,4/1/2007,6/28/2008,UGANDA,UG,,1/1/2007,26464.81687
NPO UGA Mr och Demo,Sweden,SE-0-SE-6-3300009701-UGA-15162,15162,Human rights (old code),4/1/2007,6/28/2008,UGANDA,UG,,1/1/2007,26045.13504
Fredsfonden 2,Sweden,SE-0-SE-6-3300009801-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",1/1/2008,6/28/2011,UGANDA,UG,,1/1/2008,277485.6655
Fredsfonden 2,Sweden,SE-0-SE-6-3300009801-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",1/1/2008,6/28/2011,UGANDA,UG,,1/1/2009,477775.6086
Programtjänst (UGA-SAK04),Sweden,SE-0-SE-6-3300010001-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2001,76363.4605
Programtjänst (UGA-SAK04),Sweden,SE-0-SE-6-3300010001-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2002,198937.7636
Programtjänst (UGA-SAK04),Sweden,SE-0-SE-6-3300010001-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2003,237357.9183
Programtjänst (UGA-SAK04),Sweden,SE-0-SE-6-3300010001-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2004,233199.156
Programtjänst (UGA-SAK04),Sweden,SE-0-SE-6-3300010001-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2005,192639.045
Programtjänst (UGA-SAK04),Sweden,SE-0-SE-6-3300010001-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2006,249073.2779
Programtjänst (UGA-SAK04),Sweden,SE-0-SE-6-3300010001-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2007,332081.391
"PO energi, näringsliv,kap",Sweden,SE-0-SE-6-3300010101-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2001,2888.067786
"PO energi, näringsliv,kap",Sweden,SE-0-SE-6-3300010101-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2002,332190.001
"PO energi, näringsliv,kap",Sweden,SE-0-SE-6-3300010101-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2003,287066.2656
"PO energi, näringsliv,kap",Sweden,SE-0-SE-6-3300010101-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2004,234338.96
"PO energi, näringsliv,kap",Sweden,SE-0-SE-6-3300010101-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2005,212430.9459
"PO energi, näringsliv,kap",Sweden,SE-0-SE-6-3300010101-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2006,282508.2392
"PO energi, näringsliv,kap",Sweden,SE-0-SE-6-3300010101-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2007,306199.0381
"PO Soc.sek, hälsa",Sweden,SE-0-SE-6-3300010201-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2002,79487.19268
"PO Soc.sek, hälsa",Sweden,SE-0-SE-6-3300010201-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2003,216086.5798
"PO Soc.sek, hälsa",Sweden,SE-0-SE-6-3300010201-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2004,240820.8549
"PO Soc.sek, hälsa",Sweden,SE-0-SE-6-3300010201-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2005,219961.9935
"PO Soc.sek, hälsa",Sweden,SE-0-SE-6-3300010201-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2006,294536.2321
"PO Soc.sek, hälsa",Sweden,SE-0-SE-6-3300010201-UGA-99810,99810,Sectors not specified,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2007,335359.3785
"PO Uganda, MR Demokrati",Sweden,SE-0-SE-6-3300010401-UGA-91010,91010,Administrative costs,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2004,87995.37163
"PO Uganda, MR Demokrati",Sweden,SE-0-SE-6-3300010401-UGA-91010,91010,Administrative costs,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2005,199638.938
"PO Uganda, MR Demokrati",Sweden,SE-0-SE-6-3300010401-UGA-91010,91010,Administrative costs,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2006,247303.9209
"PO Uganda, MR Demokrati",Sweden,SE-0-SE-6-3300010401-UGA-91010,91010,Administrative costs,1/1/1999,8/28/2008,UGANDA,UG,,1/1/2007,253029.0788
FSD Phase II,Sweden,SE-0-SE-6-3300010501-UGA-24010,24010,Financial policy and administrative management,1/1/2006,12/28/2009,UGANDA,UG,,1/1/2007,2421575.879
FSD Phase II,Sweden,SE-0-SE-6-3300010501-UGA-24010,24010,Financial policy and administrative management,1/1/2006,12/28/2009,UGANDA,UG,,1/1/2008,1090484.902
FSD Phase II,Sweden,SE-0-SE-6-3300010501-UGA-24010,24010,Financial policy and administrative management,1/1/2006,12/28/2009,UGANDA,UG,,1/1/2009,609534.4724
FSD Phase II,Sweden,SE-0-SE-6-3300010501-UGA-24010,24010,Financial policy and administrative management,1/1/2006,12/28/2009,UGANDA,UG,,1/1/2010,27769.29272
Bidrag WFP-Uganda  2004,Sweden,SE-0-SE-6-3300010701-UGA-72040,72040,Emergency food aid,9/1/2004,10/28/2004,UGANDA,UG,,1/1/2004,4083855.159
Hälsosektorbudgetstöd,Sweden,SE-0-SE-6-3300031001-UGA-12220,12220,Basic health care,10/1/2008,12/28/2011,UGANDA,UG,,1/1/2008,5539170.921
Hälsosektorbudgetstöd,Sweden,SE-0-SE-6-3300031001-UGA-12220,12220,Basic health care,10/1/2008,12/28/2011,UGANDA,UG,,1/1/2009,9237179.319
Hälsosektorbudgetstöd,Sweden,SE-0-SE-6-3300031001-UGA-12220,12220,Basic health care,10/1/2008,12/28/2011,UGANDA,UG,,1/1/2010,9858098.914
Hälsosektorbudgetstöd,Sweden,SE-0-SE-6-3300031001-UGA-12220,12220,Basic health care,10/1/2008,12/28/2011,UGANDA,UG,,1/1/2011,3114405.474
PUM fond,Sweden,SE-0-SE-6-3310001001-UGA-99810,99810,Sectors not specified,9/1/2004,2/28/2007,UGANDA,UG,,1/1/2004,81677.10319
PUM fond,Sweden,SE-0-SE-6-3310001001-UGA-99810,99810,Sectors not specified,9/1/2004,2/28/2007,UGANDA,UG,,1/1/2005,455007.7619
PUM fond,Sweden,SE-0-SE-6-3310001001-UGA-99810,99810,Sectors not specified,9/1/2004,2/28/2007,UGANDA,UG,,1/1/2006,206317.1172
PUM fond,Sweden,SE-0-SE-6-3310001001-UGA-99810,99810,Sectors not specified,9/1/2004,2/28/2007,UGANDA,UG,,1/1/2007,19977.80244
EPOPA phase III,Sweden,SE-0-SE-6-3310001101-UGA-25010,25010,Business support services and institutions,4/1/2005,3/28/2009,UGANDA,UG,,1/1/2005,1043207.671
EPOPA phase III,Sweden,SE-0-SE-6-3310001101-UGA-25010,25010,Business support services and institutions,4/1/2005,3/28/2009,UGANDA,UG,,1/1/2006,1575377.782
EPOPA phase III,Sweden,SE-0-SE-6-3310001101-UGA-25010,25010,Business support services and institutions,4/1/2005,3/28/2009,UGANDA,UG,,1/1/2007,1182521.051
EPOPA phase III,Sweden,SE-0-SE-6-3310001101-UGA-25010,25010,Business support services and institutions,4/1/2005,3/28/2009,UGANDA,UG,,1/1/2008,705136.1588
EPOPA phase III,Sweden,SE-0-SE-6-3310001101-UGA-25010,25010,Business support services and institutions,4/1/2005,3/28/2009,UGANDA,UG,,1/1/2009,9564.738869
IA economy and peace,Sweden,SE-0-SE-6-3310001201-UGA-25010,25010,Business support services and institutions,6/1/2007,12/28/2010,UGANDA,UG,,1/1/2007,295967.4436
IA economy and peace,Sweden,SE-0-SE-6-3310001201-UGA-25010,25010,Business support services and institutions,6/1/2007,12/28/2010,UGANDA,UG,,1/1/2008,568887.8243
IA economy and peace,Sweden,SE-0-SE-6-3310001201-UGA-25010,25010,Business support services and institutions,6/1/2007,12/28/2010,UGANDA,UG,,1/1/2009,524095.2805
IA economy and peace,Sweden,SE-0-SE-6-3310001201-UGA-25010,25010,Business support services and institutions,6/1/2007,12/28/2010,UGANDA,UG,,1/1/2010,508872.289
IA economy and peace,Sweden,SE-0-SE-6-3310001201-UGA-25010,25010,Business support services and institutions,6/1/2007,12/28/2010,UGANDA,UG,,1/1/2011,61640.88023
UNCCI Phase II,Sweden,SE-0-SE-6-3310001301-UGA-25010,25010,Business support services and institutions,6/1/2006,12/28/2009,UGANDA,UG,,1/1/2007,279131.3356
UNCCI Phase II,Sweden,SE-0-SE-6-3310001301-UGA-25010,25010,Business support services and institutions,6/1/2006,12/28/2009,UGANDA,UG,,1/1/2008,278945.3119
UNCCI Phase II,Sweden,SE-0-SE-6-3310001301-UGA-25010,25010,Business support services and institutions,6/1/2006,12/28/2009,UGANDA,UG,,1/1/2009,119641.9119
Akut energibrist program,Sweden,SE-0-SE-6-3310001501-UGA-23010,23010,Energy policy and administrative management,12/1/2006,7/28/2012,UGANDA,UG,,1/1/2006,6103101.732
Programutveckling 07-09,Sweden,SE-0-SE-6-3310001701-UGA-43010,43010,Multisector aid,2/1/2007,12/28/2010,UGANDA,UG,,1/1/2007,762407.2512
Programutveckling 07-09,Sweden,SE-0-SE-6-3310001701-UGA-43010,43010,Multisector aid,2/1/2007,12/28/2010,UGANDA,UG,,1/1/2008,627970.4178
Programutveckling 07-09,Sweden,SE-0-SE-6-3310001701-UGA-43010,43010,Multisector aid,2/1/2007,12/28/2010,UGANDA,UG,,1/1/2009,418372.5531
Programutveckling 07-09,Sweden,SE-0-SE-6-3310001701-UGA-43010,43010,Multisector aid,2/1/2007,12/28/2010,UGANDA,UG,,1/1/2010,69423.23179
IRC Livelihood programme,Sweden,SE-0-SE-6-3310002001-UGA-25010,25010,Business support services and institutions,3/1/2007,10/28/2010,UGANDA,UG,,1/1/2007,495315.5753
IRC Livelihood programme,Sweden,SE-0-SE-6-3310002001-UGA-25010,25010,Business support services and institutions,3/1/2007,10/28/2010,UGANDA,UG,,1/1/2008,472375.7055
IRC Livelihood programme,Sweden,SE-0-SE-6-3310002001-UGA-25010,25010,Business support services and institutions,3/1/2007,10/28/2010,UGANDA,UG,,1/1/2009,212727.2608
IRC Livelihood programme,Sweden,SE-0-SE-6-3310002001-UGA-25010,25010,Business support services and institutions,3/1/2007,10/28/2010,UGANDA,UG,,1/1/2010,2776.929271
Water & Sanitation JWSSPS,Sweden,SE-0-SE-6-3310002601-UGA-14030,14030,Basic drinking water supply and basic sanitation,1/1/2008,12/28/2010,UGANDA,UG,,1/1/2008,10591793.04
Water & Sanitation JWSSPS,Sweden,SE-0-SE-6-3310002601-UGA-14030,14030,Basic drinking water supply and basic sanitation,1/1/2008,12/28/2010,UGANDA,UG,,1/1/2009,9466471.004
Water & Sanitation JWSSPS,Sweden,SE-0-SE-6-3310002601-UGA-14030,14030,Basic drinking water supply and basic sanitation,1/1/2008,12/28/2010,UGANDA,UG,,1/1/2010,277692.9272
PRDP norra UGA I,Sweden,SE-0-SE-6-3310002901-UGA-16050,16050,Multisector aid for basic social services,12/1/2008,3/28/2013,UGANDA,UG,,1/1/2009,1962448.573
PRDP norra UGA I,Sweden,SE-0-SE-6-3310002901-UGA-16050,16050,Multisector aid for basic social services,12/1/2008,3/28/2013,UGANDA,UG,,1/1/2010,2082696.954
PRDP norra UGA I,Sweden,SE-0-SE-6-3310002901-UGA-16050,16050,Multisector aid for basic social services,12/1/2008,3/28/2013,UGANDA,UG,,1/1/2011,2311533.009
PRDP norra UGA I,Sweden,SE-0-SE-6-3310002901-UGA-16050,16050,Multisector aid for basic social services,12/1/2008,3/28/2013,UGANDA,UG,,1/1/2013,156942.8238
Hälsoekonomi utveckling,Sweden,SE-0-SE-6-3310003001-UGA-12110,12110,Health policy and administrative management,11/1/2007,12/28/2009,UGANDA,UG,,1/1/2007,332824.7133
Hälsoekonomi utveckling,Sweden,SE-0-SE-6-3310003001-UGA-12110,12110,Health policy and administrative management,11/1/2007,12/28/2009,UGANDA,UG,,1/1/2008,179089.0309
Naguru Teenage and Information Health Ctr  08-11,Sweden,SE-0-SE-6-3310003201-UGA-13020,13020,Reproductive health care,10/1/2008,6/28/2013,UGANDA,UG,,1/1/2008,149707.3222
Naguru Teenage and Information Health Ctr  08-11,Sweden,SE-0-SE-6-3310003201-UGA-13020,13020,Reproductive health care,10/1/2008,6/28/2013,UGANDA,UG,,1/1/2009,524095.2805
Naguru Teenage and Information Health Ctr  08-11,Sweden,SE-0-SE-6-3310003201-UGA-13020,13020,Reproductive health care,10/1/2008,6/28/2013,UGANDA,UG,,1/1/2010,555385.8543
Naguru Teenage and Information Health Ctr  08-11,Sweden,SE-0-SE-6-3310003201-UGA-13020,13020,Reproductive health care,10/1/2008,6/28/2013,UGANDA,UG,,1/1/2011,485113.7274
Workshop VHR,Sweden,SE-0-SE-6-3310003401-UGA-12261,12261,Health education,5/1/2009,12/28/2009,UGANDA,UG,,1/1/2009,19653.57302
Program för fördjupad demokrati (DDP),Sweden,SE-0-SE-6-3310003701-UGA-15150,15150,Strengthening civil society,11/1/2007,11/28/2012,UGANDA,UG,,1/1/2007,488346.2819
Program för fördjupad demokrati (DDP),Sweden,SE-0-SE-6-3310003701-UGA-15150,15150,Strengthening civil society,11/1/2007,11/28/2012,UGANDA,UG,,1/1/2008,747222.1806
Program för fördjupad demokrati (DDP),Sweden,SE-0-SE-6-3310003701-UGA-15150,15150,Strengthening civil society,11/1/2007,11/28/2012,UGANDA,UG,,1/1/2009,485938.5236
Program för fördjupad demokrati (DDP),Sweden,SE-0-SE-6-3310003701-UGA-15150,15150,Strengthening civil society,11/1/2007,11/28/2012,UGANDA,UG,,1/1/2010,763655.5497
Human Rights - Civil Soc,Sweden,SE-0-SE-6-3310003801-UGA-15162,15162,Human rights (old code),11/1/2007,6/28/2008,UGANDA,UG,,1/1/2007,62153.16315
OHCHR northern Ug Phase 2,Sweden,SE-0-SE-6-3310004501-UGA-15160,15160,Human rights,6/1/2008,9/28/2010,UGANDA,UG,,1/1/2008,748536.6109
OHCHR northern Ug Phase 2,Sweden,SE-0-SE-6-3310004501-UGA-15160,15160,Human rights,6/1/2008,9/28/2010,UGANDA,UG,,1/1/2009,655119.1007
Uganda AIDS Commission Technical Assistance,Sweden,SE-0-SE-6-3310005001-UGA-13040,13040,STD control including HIV/AIDS,11/1/2008,3/28/2011,UGANDA,UG,,1/1/2009,49264.95637
Offentlig finansiell styrning - FINMAP,Sweden,SE-0-SE-6-3310018001-UGA-15111,15111,Public finance management,6/1/2006,12/28/2011,UGANDA,UG,,1/1/2007,1186108.324
Offentlig finansiell styrning - FINMAP,Sweden,SE-0-SE-6-3310018001-UGA-15111,15111,Public finance management,6/1/2006,12/28/2011,UGANDA,UG,,1/1/2008,898243.9331
Offentlig finansiell styrning - FINMAP,Sweden,SE-0-SE-6-3310018001-UGA-15111,15111,Public finance management,6/1/2006,12/28/2011,UGANDA,UG,,1/1/2009,786142.9208
Offentlig finansiell styrning - FINMAP,Sweden,SE-0-SE-6-3310018001-UGA-15111,15111,Public finance management,6/1/2006,12/28/2011,UGANDA,UG,,1/1/2010,833078.7815
Supportive to CICS II - Results Advisory,Sweden,SE-0-SE-6-5000000701-UGA-33120,33120,Trade facilitation,7/1/2010,12/28/2013,UGANDA,UG,,1/1/2013,14813.76282
Support to NOGAMU systems,Sweden,SE-0-SE-6-5110008201-UGA-33110,33110,Trade policy and administrative management,3/1/2014,8/28/2014,UGANDA,UG,,1/1/2014,110544.7399
OHCHR Uganda 2010-2011,Sweden,SE-0-SE-6-5118000401-UGA-15160,15160,Human rights,1/1/2010,3/28/2014,UGANDA,UG,,1/1/2010,694232.3179
OHCHR Uganda 2010-2011,Sweden,SE-0-SE-6-5118000401-UGA-15160,15160,Human rights,1/1/2010,3/28/2014,UGANDA,UG,,1/1/2011,770511.0029
Offentlig finansiell styrning - FINMAP,Sweden,SE-0-SE-6-5118000501-UGA-15110,15110,Economic and development policy/planning,7/1/2011,12/28/2014,UGANDA,UG,,1/1/2011,1232817.605
Offentlig finansiell styrning - FINMAP,Sweden,SE-0-SE-6-5118000501-UGA-15110,15110,Economic and development policy/planning,7/1/2011,12/28/2014,UGANDA,UG,,1/1/2013,1842412.332
Naguru Teenage centre strategic plan 2011-2014,Sweden,SE-0-SE-6-5118000601-UGA-13020,13020,Reproductive health care,10/1/2011,3/28/2015,UGANDA,UG,,1/1/2011,462306.6017
Naguru Teenage centre strategic plan 2011-2014,Sweden,SE-0-SE-6-5118000601-UGA-13020,13020,Reproductive health care,10/1/2011,3/28/2015,UGANDA,UG,,1/1/2012,1034141.441
Naguru Teenage centre strategic plan 2011-2014,Sweden,SE-0-SE-6-5118000601-UGA-13020,13020,Reproductive health care,10/1/2011,3/28/2015,UGANDA,UG,,1/1/2013,1262062.274
Naguru Teenage centre strategic plan 2011-2014,Sweden,SE-0-SE-6-5118000601-UGA-13020,13020,Reproductive health care,10/1/2011,3/28/2015,UGANDA,UG,,1/1/2014,657117.2388
Progr Utvs Fond 2010-2011,Sweden,SE-0-SE-6-5118000701-UGA-99810,99810,Sectors not specified,1/1/2010,3/28/2013,UGANDA,UG,,1/1/2010,116624.3648
Progr Utvs Fond 2010-2011,Sweden,SE-0-SE-6-5118000701-UGA-99810,99810,Sectors not specified,1/1/2010,3/28/2013,UGANDA,UG,,1/1/2011,113599.8274
Progr Utvs Fond 2010-2011,Sweden,SE-0-SE-6-5118000701-UGA-99810,99810,Sectors not specified,1/1/2010,3/28/2013,UGANDA,UG,,1/1/2012,144750.698
JLOS SWAp Uganda 2013-14,Sweden,SE-0-SE-6-5118000801-UGA-15130,15130,Legal and judicial development,10/1/2009,12/28/2014,UGANDA,UG,,1/1/2013,4759565.191
Post Conflict Recovery and Economic Empowerment   of Returnees through Private Sector Development   (PEEP),Sweden,SE-0-SE-6-5118001001-UGA-25010,25010,Business support services and institutions,3/1/2010,6/28/2014,UGANDA,UG,,1/1/2010,1012974.369
Post Conflict Recovery and Economic Empowerment   of Returnees through Private Sector Development   (PEEP),Sweden,SE-0-SE-6-5118001001-UGA-25010,25010,Business support services and institutions,3/1/2010,6/28/2014,UGANDA,UG,,1/1/2011,608295.6297
Post Conflict Recovery and Economic Empowerment   of Returnees through Private Sector Development   (PEEP),Sweden,SE-0-SE-6-5118001001-UGA-25010,25010,Business support services and institutions,3/1/2010,6/28/2014,UGANDA,UG,,1/1/2012,896182.2453
Post Conflict Recovery and Economic Empowerment   of Returnees through Private Sector Development   (PEEP),Sweden,SE-0-SE-6-5118001001-UGA-25010,25010,Business support services and institutions,3/1/2010,6/28/2014,UGANDA,UG,,1/1/2013,634037.0325
aBi Agribusiness Initiative,Sweden,SE-0-SE-6-5118001301-UGA-32161,32161,Agro-industries,12/1/2010,6/28/2014,UGANDA,UG,,1/1/2010,2082696.954
aBi Agribusiness Initiative,Sweden,SE-0-SE-6-5118001301-UGA-32161,32161,Agro-industries,12/1/2010,6/28/2014,UGANDA,UG,,1/1/2011,2773839.61
aBi Agribusiness Initiative,Sweden,SE-0-SE-6-5118001301-UGA-32161,32161,Agro-industries,12/1/2010,6/28/2014,UGANDA,UG,,1/1/2012,1477344.916
aBi Agribusiness Initiative,Sweden,SE-0-SE-6-5118001301-UGA-32161,32161,Agro-industries,12/1/2010,6/28/2014,UGANDA,UG,,1/1/2013,307068.722
CICS II - Competitivenes Programme,Sweden,SE-0-SE-6-5118001401-UGA-33120,33120,Trade facilitation,,,UGANDA,UG,,1/1/2014,844438.9854
Stimulating incomes through Organic Trade Support,Sweden,SE-0-SE-6-5118001601-UGA-33110,33110,Trade policy and administrative management,,,UGANDA,UG,,1/1/2014,806055.3952
TASO strategic pln 08-12,Sweden,SE-0-SE-6-5118001701-UGA-13020,13020,Reproductive health care,7/1/2009,9/28/2010,UGANDA,UG,,1/1/2009,327559.5503
Interim support - Organic,Sweden,SE-0-SE-6-5118001801-UGA-25010,25010,Business support services and institutions,11/1/2009,10/28/2011,UGANDA,UG,,1/1/2009,262047.6403
Interim support - Organic,Sweden,SE-0-SE-6-5118001801-UGA-25010,25010,Business support services and institutions,11/1/2009,10/28/2011,UGANDA,UG,,1/1/2010,159673.4331
Trade QUISP Prog (MTTI),Sweden,SE-0-SE-6-5118001901-UGA-33110,33110,Trade policy and administrative management,2/1/2010,9/28/2015,UGANDA,UG,,1/1/2010,1235316.292
